updateTime,latitude,longitude,speed,direction,address
1770976883000,-8.854207,13.219397,4259.6,209,
1770976886000,-8.854386,13.219296,3902.1639999999998,208,
1770976895000,-8.855238,13.218815,4089.2160000000003,216,
1770976907000,-8.856294,13.21817,3705.852,214,
1770976919000,-8.857125,13.217637,4085.512,207,
1770976931000,-8.858227,13.216975,4265.156,213,
1770976943000,-8.859386,13.21629,4263.304,213,
1770976955000,-8.860485,13.215675,3520.6519999999996,208,
1770976967000,-8.861453,13.215127,2792.816,213,
1770976979000,-8.862598,13.21448,4830.0160000000005,210,
1770976991000,-8.864282,13.21383,6113.451999999999,198,
1770976998000,-8.865488,13.213464,5935.66,193,
1770977003000,-8.86603,13.213293,5198.564,195,
1770977015000,-8.867685,13.212727,5754.164,198,
1770977027000,-8.869295,13.212258,5002.2519999999995,192,
1770977039000,-8.87061,13.211897,4085.512,193,
1770977051000,-8.8721485,13.211398,5378.2080000000005,197,
1770977063000,-8.873854,13.210855,6113.451999999999,191,
1770977066000,-8.874436,13.210747,5387.468,190,
1770977075000,-8.8754,13.210518,3889.2,193,
1770977087000,-8.8766,13.210178,3896.608,194,
1770977099000,-8.877773,13.209842,4274.416,193,
1770977111000,-8.87884,13.209594,4259.6,194,
1770977123000,-8.880055,13.209265,4270.712,197,
1770977135000,-8.8812065,13.208845,3716.964,205,
1770977147000,-8.882075,13.208385,2592.8,207,
1770977157000,-8.88291,13.207885,3711.4080000000004,218,
1770977159000,-8.88309,13.207758,4444.8,215,
1770977169000,-8.883948,13.207223,4259.6,201,
1770977172000,-8.884145,13.207138,3711.4080000000004,206,
1770977177000,-8.884602,13.206902,2976.1639999999998,213,
1770977184000,-8.884949,13.206668,1481.6,220,
1770977196000,-8.885903,13.2060585,4259.6,213,
1770977208000,-8.886784,13.205463,3150.252,220,
1770977220000,-8.88787,13.204725,4448.504,216,
1770977227000,-8.888547,13.204146,3902.1639999999998,226,
1770977232000,-8.888848,13.203835,4078.1040000000003,227,
1770977239000,-8.889417,13.203143,4091.068,242,
1770977244000,-8.889625,13.20274,4276.268,242,
1770977247000,-8.889869,13.202372,4272.564,230,
1770977256000,-8.89035,13.201695,3716.964,239,
1770977265000,-8.890872,13.200787,4630,243,
1770977268000,-8.890982,13.200579,4455.912,240,
1770977280000,-8.891645,13.19927,4089.2160000000003,243,
1770977292000,-8.8922415,13.198129,4646.668,242,
1770977304000,-8.892805,13.197006,4074.4,244,
1770977316000,-8.893343,13.195929,3902.1639999999998,249,
1770977328000,-8.893953,13.194777,4457.764,234,
1770977340000,-8.894533,13.19368,4263.304,250,
1770977343000,-8.894665,13.193222,4826.312,257,
1770977352000,-8.894785,13.192389,3904.0160000000005,261,
1770977359000,-8.894743,13.191524,4263.304,281,
1770977363000,-8.894597,13.191076,5191.156,296,
1770977375000,-8.893962,13.189607,4826.312,281,
1770977388000,-8.893745,13.188378,3711.4080000000004,282,
1770977400000,-8.893458,13.187186,4263.304,282,
1770977407000,-8.893356,13.18631,4265.156,269,
1770977412000,-8.893345,13.185902,4078.1040000000003,270,
1770977424000,-8.893403,13.18471,4085.512,263,
1770977428000,-8.893463,13.184332,3342.8599999999997,258,
1770977429000,-8.8935,13.184185,2239.068,251,
1770977436000,-8.893646,13.183804,2605.764,246,
1770977448000,-8.893973,13.182966,2037.2,256,
1770977452000,-8.894075,13.182754,2420.564,237,
1770977456000,-8.894181,13.182498,2600.208,261,
1770977460000,-8.894161,13.182237,2424.268,290,
1770977464000,-8.894052,13.18201,2053.868,306,
1770977468000,-8.893929,13.181871,1113.0520000000001,323,
1770977472000,-8.893824,13.181804,1305.66,328,
1770977484000,-8.893717,13.181705,0,309,
1770977492000,-8.893785,13.181592,1481.6,225,
1770977494000,-8.893813,13.181543,566.712,248,
1770977496000,-8.893833,13.1815,755.616,227,
1770977508000,-8.893848,13.181394,0,256,
1770977538000,-8.893864,13.181329,1666.8,81,
1770977540000,-8.893828,13.181394,1111.2,46,
1770977542000,-8.893784,13.181412,572.268,24,
1770977546000,-8.89371,13.18135,1494.5639999999999,293,
1770977548000,-8.893679,13.181255,2052.016,281,
1770977550000,-8.89362,13.181153,1674.208,306,
1770977552000,-8.893538,13.181087,2040.904,324,
1770977554000,-8.893455,13.181018,1666.8,290,
1770977556000,-8.893435,13.18097,198.16400000000002,278,
1770977568000,-8.893327,13.18083,2422.416,305,
1770977580000,-8.89293,13.180145,1853.852,292,
1770977588000,-8.892765,13.179805,1859.4080000000001,307,
1770977592000,-8.892675,13.179687,926,298,
1770977596000,-8.892632,13.179606,929.7040000000001,286,
1770977600000,-8.892613,13.1795,748.208,268,
1770977640000,-8.892565,13.179512,0,208,
1770977664000,-8.892522,13.179417,0,336,
1770977674000,-8.892448,13.179357,748.208,284,
1770977678000,-8.892458,13.17929,559.304,232,
1770977958000,-8.892406,13.179085,931.5559999999999,245,
1770977961000,-8.89236,13.179085,1868.6680000000001,320,
1770977964000,-8.89219,13.178918,2966.904,296,
1770977966000,-8.892112,13.178819,1861.2599999999998,314,
1770977968000,-8.892072,13.178766,383.364,286,
1770977976000,-8.892,13.17865,933.408,198,
1770977979000,-8.892072,13.178605,2231.66,221,
1770977982000,-8.892328,13.178385,4091.068,227,
1770977988000,-8.89277,13.178046,2965.052,197,
1770977992000,-8.8931265,13.177997,3715.112,174,
1770977994000,-8.893315,13.178052,3896.608,156,
1770978006000,-8.894459,13.178663,3894.756,146,
1770978018000,-8.89553,13.179222,3526.208,152,
1770978024000,-8.895955,13.179502,3528.06,136,
1770978028000,-8.896147,13.179769,2789.112,113,
1770978030000,-8.89613,13.179947,2968.7560000000003,83,
1770978034000,-8.896002,13.18021,2594.652,47,
1770978043000,-8.89548,13.180841,5189.304,53,
1770978055000,-8.894607,13.181998,3346.564,53,
1770978062000,-8.894285,13.182505,2037.2,67,
1770978067000,-8.894212,13.1826935,1483.452,56,
1770978072000,-8.894087,13.182855,1122.3120000000001,41,
1770978076000,-8.894013,13.18295,1857.556,69,
1770978079000,-8.89397,13.183053,2609.468,68,
1770978084000,-8.893813,13.183454,2046.4599999999998,81,
1770978086000,-8.893779,13.183563,2040.904,66,
1770978091000,-8.893653,13.183853,3348.416,71,
1770978103000,-8.893429,13.185057,4078.1040000000003,84,
1770978113000,-8.893418,13.186155,4461.468,96,
1770978115000,-8.893447,13.186383,4448.504,97,
1770978127000,-8.893603,13.187522,2424.268,96,
1770978131000,-8.893673,13.187834,3902.1639999999998,109,
1770978139000,-8.893944,13.188659,4272.564,108,
1770978151000,-8.894341,13.189917,3707.704,104,
1770978155000,-8.894472,13.19032,4452.2080000000005,105,
1770978163000,-8.89473,13.19117,4263.304,104,
1770978167000,-8.894816,13.191588,4268.86,92,
1770978175000,-8.894858,13.192291,1124.164,95,
1770978201000,-8.894934,13.19222,757.4680000000001,221,
1770978235000,-8.894947,13.192143,0,283,
1770978638000,-8.894835,13.192342,1857.556,82,
1770978646000,-8.8947935,13.1929,572.268,88,
1770978670000,-8.894716,13.192877,0,336,
1770980188000,-8.894823,13.193055,1670.5040000000001,71,
1770980198000,-8.894625,13.193724,2783.556,71,
1770980200000,-8.894575,13.193829,1683.468,59,
1770980209000,-8.8943815,13.19419,2596.504,71,
1770980210000,-8.89433,13.194324,2424.268,69,
1770980222000,-8.894035,13.195046,2050.1639999999998,65,
1770980230000,-8.893808,13.195537,3528.06,57,
1770980234000,-8.893601,13.195867,3891.0519999999997,57,
1770980246000,-8.89298,13.196954,4270.712,61,
1770980258000,-8.892444,13.19809,3524.3559999999998,64,
1770980270000,-8.89197,13.198912,2970.608,58,
1770980282000,-8.891447,13.199885,3535.468,63,
1770980294000,-8.890908,13.201023,4276.268,63,
1770980304000,-8.8904085,13.201905,2592.8,57,
1770980306000,-8.890335,13.20202,2779.852,58,
1770980312000,-8.890173,13.2023535,1487.156,72,
1770980316000,-8.890117,13.202518,2602.06,57,
1770980318000,-8.890055,13.202628,2053.868,59,
1770980326000,-8.88971,13.203052,2415.0080000000003,44,
1770980330000,-8.889608,13.20313,937.1120000000001,31,
1770980342000,-8.889212,13.203547,942.668,37,
1770980354000,-8.888679,13.204075,2040.904,42,
1770980364000,-8.8882265,13.204498,2042.756,43,
1770980366000,-8.888142,13.20458,2222.4,43,
1770980368000,-8.888045,13.20465,1859.4080000000001,25,
1770980372000,-8.88794,13.204708,2233.5119999999997,28,
1770980378000,-8.88752,13.20503,2592.8,36,
1770980382000,-8.887382,13.205136,387.068,46,
1770980389000,-8.887268,13.205216,2237.216,33,
1770980390000,-8.887148,13.205307,2592.8,32,
1770980402000,-8.886202,13.206008,3889.2,32,
1770980414000,-8.885484,13.2065115,1298.252,41,
1770980426000,-8.884845,13.20688,2787.2599999999998,33,
1770980438000,-8.883975,13.207472,3341.0080000000003,38,
1770980450000,-8.883017,13.207998,3709.5559999999996,33,
1770980462000,-8.8822,13.2085085,2978.016,28,
1770980472000,-8.881425,13.208914,2778,19,
1770980474000,-8.881265,13.208973,3533.6160000000004,18,
1770980486000,-8.880085,13.209452,3892.904,16,
1770980498000,-8.87889,13.20979,4276.268,15,
1770980510000,-8.877637,13.21009,4261.451999999999,12,
1770980522000,-8.876578,13.210372,4083.66,16,
1770980534000,-8.875557,13.210637,2407.6,13,
1770980546000,-8.874309,13.210972,4267.008,17,
1770980552000,-8.873676,13.211186,4455.912,19,
1770980557000,-8.87288,13.211382,5939.364,4,
1770980561000,-8.872309,13.211502,5939.364,16,
1770980571000,-8.871137,13.211888,6126.416,18,
1770980583000,-8.869387,13.212455,5931.956,21,
1770980595000,-8.867757,13.21314,6124.564,17,
1770980607000,-8.865956,13.21353,5931.956,13,
1770980619000,-8.864206,13.21407,6117.156,16,
1770980631000,-8.862516,13.214768,5941.216,25,
1770980643000,-8.860927,13.215676,5943.068,30,
1770980655000,-8.859355,13.21662,5385.616,29,
1770980667000,-8.857775,13.21752,5943.068,29,
1770980679000,-8.856205,13.218435,6111.6,30,
1770980691000,-8.85463,13.219315,6115.304,29,
1770980703000,-8.853035,13.220226,6304.2080000000005,29,
1770980715000,-8.851443,13.221157,5941.216,36,
1770980722000,-8.850792,13.221925,3891.0519999999997,62,
1770980727000,-8.850616,13.22232,4259.6,66,
1770980732000,-8.850449,13.222736,1492.712,76,
1770980734000,-8.850409,13.22282,1852,56,
1770980739000,-8.850305,13.223003,2415.0080000000003,64,
1770980744000,-8.850132,13.22339,2420.564,69,
1770980751000,-8.849968,13.223835,3335.4519999999998,70,
1770980762000,-8.84969,13.224815,2781.704,83,
1770980766000,-8.849651,13.225015,1305.66,68,
1770980770000,-8.849611,13.225125,927.8520000000001,51,
1770980772000,-8.8496,13.22517,751.912,84,
1770980774000,-8.849546,13.225225,1492.712,42,
1770980786000,-8.849399,13.225625,2407.6,71,
1770980792000,-8.849201,13.226065,3339.156,53,
1770980798000,-8.848925,13.226512,2972.46,58,
1770980801000,-8.848765,13.226847,2979.868,70,
1770980810000,-8.848575,13.227312,1496.416,75,
1770980819000,-8.848392,13.22792,2424.268,83,
1770980822000,-8.848375,13.228064,2781.704,80,
1770980829000,-8.848178,13.228733,1866.816,61,
1770980834000,-8.847997,13.229033,3150.252,54,
1770980846000,-8.847428,13.230012,4631.852,68,
1770980855000,-8.847038,13.230895,2598.356,77,
1770980857000,-8.84699,13.230997,2409.452,64,
1770980870000,-8.84658,13.231878,4274.416,66,
1770980882000,-8.846131,13.233098,4083.66,67,
1770980885000,-8.846038,13.233475,3337.304,101,
1770980887000,-8.846113,13.233644,4078.1040000000003,120,
1770980889000,-8.846202,13.23383,4267.008,105,
1770980893000,-8.846367,13.234165,3155.808,133,
1770980901000,-8.847022,13.23442,2052.016,135,
1770980903000,-8.847056,13.2345,1490.8600000000001,92,
1770980905000,-8.847012,13.234565,1868.6680000000001,25,
1770980909000,-8.846785,13.234504,3348.416,322,
1770980913000,-8.846434,13.234322,4263.304,336,
1770980915000,-8.84623,13.234237,4265.156,337,
1770980918000,-8.846042,13.23415,3889.2,333,
1770980930000,-8.844831,13.23367,4085.512,337,
1770980942000,-8.843627,13.23317,5198.564,337,
1770980954000,-8.8423,13.23262,4454.0599999999995,336,
1770980966000,-8.841059,13.23212,3892.904,333,
1770980978000,-8.840273,13.231769,387.068,7,
1770980986000,-8.84009,13.23177,1676.06,340,
1770980988000,-8.8400135,13.23172,1683.468,308,
1770980990000,-8.83995,13.231635,2052.016,305,
1770980994000,-8.839731,13.231437,3520.6519999999996,322,
1770981002000,-8.838959,13.230922,4267.008,323,
1770981014000,-8.838047,13.230117,3528.06,316,
1770981018000,-8.837783,13.229847,3518.8,310,
1770981026000,-8.83742,13.229453,379.65999999999997,317,
1770981030000,-8.837337,13.229366,2053.868,312,
1770981038000,-8.836768,13.228798,4267.008,313,
1770981050000,-8.835683,13.22767,5002.2519999999995,315,
1770981062000,-8.834389,13.226555,5754.164,316,
1770981070000,-8.833445,13.225772,6115.304,325,
1770981074000,-8.832923,13.225513,5194.86,344,
1770981078000,-8.832415,13.225462,4635.556,1,
1770981086000,-8.831367,13.225423,5378.2080000000005,355,
1770981094000,-8.830218,13.22555,5015.216,14,
1770981098000,-8.829775,13.225687,4087.364,14,
1770981104000,-8.829075,13.225957,4642.964,25,
1770981110000,-8.8283415,13.226332,5565.26,27,
1770981122000,-8.82687,13.227175,4457.764,33,
1770981134000,-8.825965,13.227612,933.408,24,
1770981144000,-8.825829,13.227683,1127.868,43,
1770981146000,-8.825764,13.22772,1674.208,26,
1770981150000,-8.825625,13.227765,572.268,6,
1770981158000,-8.825245,13.22788,2963.2,34,
1770981165000,-8.824925,13.228085,1861.2599999999998,21,
1770981170000,-8.824583,13.228222,1866.816,24,
1770981182000,-8.823566,13.228599,2420.564,19,
1770981187000,-8.823386,13.228682,742.652,34,
1770981206000,-8.823294,13.22881,0,70,
1770981210000,-8.823109,13.228935,2602.06,20,
1770981218000,-8.82239,13.229285,4448.504,20,
1770981230000,-8.821346,13.22983,5015.216,29,
1770981238000,-8.820427,13.2302885,2235.364,46,
1770981242000,-8.820215,13.230458,2783.556,29,
1770981248000,-8.819872,13.2306385,2789.112,13,
1770981252000,-8.819636,13.230765,2785.4080000000004,36,
1770981254000,-8.819517,13.23083,2231.66,41,
1770981260000,-8.81932,13.230993,938.9639999999999,65,
1770981264000,-8.819215,13.231087,1859.4080000000001,33,
1770981266000,-8.819105,13.231138,2415.0080000000003,25,
1770981270000,-8.818958,13.231232,933.408,52,
1770981274000,-8.818831,13.231278,1681.616,12,
1770981276000,-8.818711,13.231287,2603.912,356,
1770981282000,-8.818091,13.23148,4817.052,24,
1770981286000,-8.817614,13.231617,4261.451999999999,6,
1770981288000,-8.817416,13.231648,2978.016,16,
1770981292000,-8.817159,13.23176,1681.616,39,
1770981294000,-8.81709,13.231793,938.9639999999999,19,
1770981302000,-8.817025,13.231785,0,339,
1770981314000,-8.816862,13.231818,1122.3120000000001,347,
1770981318000,-8.81645,13.231927,3350.268,19,
1770981326000,-8.81601,13.232072,1677.9119999999998,23,
1770981329000,-8.815837,13.232177,2052.016,16,
1770981338000,-8.815282,13.232278,2237.216,10,
1770981343000,-8.815,13.23229,1298.252,351,
1770981345000,-8.814928,13.232302,1111.2,19,
1770981350000,-8.814883,13.232357,0,92,
1770981353000,-8.814695,13.232395,2979.868,3,
1770981355000,-8.814493,13.232447,3891.0519999999997,15,
1770981362000,-8.813983,13.232498,2231.66,8,
1770981373000,-8.813828,13.232623,1305.66,84,
1770981381000,-8.813784,13.232658,742.652,50,
1770981393000,-8.813673,13.232652,1852,357,
1770981395000,-8.813592,13.23266,1309.364,25,
1770981397000,-8.813537,13.232668,1126.016,13,
1770981407000,-8.813133,13.232695,755.616,25,
1770981410000,-8.81308,13.232717,1301.956,20,
1770981413000,-8.812817,13.232767,3526.208,7,
1770981419000,-8.812306,13.232832,2226.1040000000003,24,
1770981422000,-8.812188,13.232883,2787.2599999999998,21,
1770981429000,-8.811493,13.233144,3339.156,8,
1770981434000,-8.811087,13.23319,4631.852,12,
1770981442000,-8.810583,13.233227,564.86,355,
1770981456000,-8.810487,13.233142,938.9639999999999,338,
1770981458000,-8.81041,13.233151,1492.712,28,
1770981462000,-8.810324,13.233388,3344.7120000000004,83,
1770981469000,-8.81019,13.234038,4828.164,75,
1770981470000,-8.810123,13.234295,5387.468,73,
1770981476000,-8.809943,13.2349,1852,68,
1770981482000,-8.809923,13.2349615,374.104,89,
1770981506000,-8.809855,13.235091,3520.6519999999996,71,
1770981515000,-8.809325,13.236187,5744.904,56,
1770981518000,-8.809147,13.236442,6124.564,54,
1770981530000,-8.80795,13.23786,6498.668,46,
1770981536000,-8.807212,13.238611,7408,41,
1770981542000,-8.806414,13.239317,7050.564,35,
1770981554000,-8.804825,13.240517,5568.964,36,
